"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|CZ","Actual Total Load [MW] - BZN|CZ"
"17.04.2022 22:00 - 17.04.2022 23:00","6991","6274"
"17.04.2022 23:00 - 18.04.2022 00:00","6706","5942"
"18.04.2022 00:00 - 18.04.2022 01:00","5712","5587"
"18.04.2022 01:00 - 18.04.2022 02:00","5587","5505"
"18.04.2022 02:00 - 18.04.2022 03:00","5638","5514"
"18.04.2022 03:00 - 18.04.2022 04:00","5640","5536"
"18.04.2022 04:00 - 18.04.2022 05:00","5673","5568"
"18.04.2022 05:00 - 18.04.2022 06:00","5676","5576"
"18.04.2022 06:00 - 18.04.2022 07:00","5696","5662"
"18.04.2022 07:00 - 18.04.2022 08:00","6065","6045"
"18.04.2022 08:00 - 18.04.2022 09:00","6339","6334"
"18.04.2022 09:00 - 18.04.2022 10:00","6508","6524"
"18.04.2022 10:00 - 18.04.2022 11:00","6689","6732"
"18.04.2022 11:00 - 18.04.2022 12:00","6805","6783"
"18.04.2022 12:00 - 18.04.2022 13:00","6677","6604"
"18.04.2022 13:00 - 18.04.2022 14:00","6576","6527"
"18.04.2022 14:00 - 18.04.2022 15:00","6545","6447"
"18.04.2022 15:00 - 18.04.2022 16:00","6599","6424"
"18.04.2022 16:00 - 18.04.2022 17:00","6546","6403"
"18.04.2022 17:00 - 18.04.2022 18:00","6494","6371"
"18.04.2022 18:00 - 18.04.2022 19:00","6605","6457"
"18.04.2022 19:00 - 18.04.2022 20:00","6777","6582"
"18.04.2022 20:00 - 18.04.2022 21:00","7050","6839"
"18.04.2022 21:00 - 18.04.2022 22:00","6791","6664"
"18.04.2022 22:00 - 18.04.2022 23:00","6644","6480"
"18.04.2022 23:00 - 19.04.2022 00:00","6350","6195"
"19.04.2022 00:00 - 19.04.2022 01:00","6123","6009"
"19.04.2022 01:00 - 19.04.2022 02:00","6184","6079"
"19.04.2022 02:00 - 19.04.2022 03:00","6095","5999"
"19.04.2022 03:00 - 19.04.2022 04:00","6058","5974"
"19.04.2022 04:00 - 19.04.2022 05:00","6174","6106"
"19.04.2022 05:00 - 19.04.2022 06:00","6712","6700"
"19.04.2022 06:00 - 19.04.2022 07:00","7815","7882"
"19.04.2022 07:00 - 19.04.2022 08:00","8319","8476"
"19.04.2022 08:00 - 19.04.2022 09:00","8533","8712"
"19.04.2022 09:00 - 19.04.2022 10:00","8695","8930"
"19.04.2022 10:00 - 19.04.2022 11:00","8660","8934"
"19.04.2022 11:00 - 19.04.2022 12:00","8712","8944"
"19.04.2022 12:00 - 19.04.2022 13:00","8815","9010"
"19.04.2022 13:00 - 19.04.2022 14:00","8773","8945"
"19.04.2022 14:00 - 19.04.2022 15:00","8542","8731"
"19.04.2022 15:00 - 19.04.2022 16:00","8531","8693"
"19.04.2022 16:00 - 19.04.2022 17:00","8430","8573"
"19.04.2022 17:00 - 19.04.2022 18:00","8376","8490"
"19.04.2022 18:00 - 19.04.2022 19:00","8205","8270"
"19.04.2022 19:00 - 19.04.2022 20:00","8332","8375"
"19.04.2022 20:00 - 19.04.2022 21:00","8298","8390"
"19.04.2022 21:00 - 19.04.2022 22:00","7876","7992"
"19.04.2022 22:00 - 19.04.2022 23:00","7482","7577"
"19.04.2022 23:00 - 20.04.2022 00:00","7080","7154"
"20.04.2022 00:00 - 20.04.2022 01:00","6802","6808"
"20.04.2022 01:00 - 20.04.2022 02:00","6836","6832"
"20.04.2022 02:00 - 20.04.2022 03:00","6739","6765"
"20.04.2022 03:00 - 20.04.2022 04:00","6737","6766"
"20.04.2022 04:00 - 20.04.2022 05:00","6859","6923"
"20.04.2022 05:00 - 20.04.2022 06:00","7375","7443"
"20.04.2022 06:00 - 20.04.2022 07:00","8441","8531"
"20.04.2022 07:00 - 20.04.2022 08:00","8906","8952"
"20.04.2022 08:00 - 20.04.2022 09:00","9015","8977"
"20.04.2022 09:00 - 20.04.2022 10:00","9069","9023"
"20.04.2022 10:00 - 20.04.2022 11:00","8991","8914"
"20.04.2022 11:00 - 20.04.2022 12:00","8894","8892"
"20.04.2022 12:00 - 20.04.2022 13:00","8919","8959"
"20.04.2022 13:00 - 20.04.2022 14:00","8819","8917"
"20.04.2022 14:00 - 20.04.2022 15:00","8507","8694"
"20.04.2022 15:00 - 20.04.2022 16:00","8457","8760"
"20.04.2022 16:00 - 20.04.2022 17:00","8385","8702"
"20.04.2022 17:00 - 20.04.2022 18:00","8293","8696"
"20.04.2022 18:00 - 20.04.2022 19:00","8215","8537"
"20.04.2022 19:00 - 20.04.2022 20:00","8322","8601"
"20.04.2022 20:00 - 20.04.2022 21:00","8316","8474"
"20.04.2022 21:00 - 20.04.2022 22:00","7901","8037"
"20.04.2022 22:00 - 20.04.2022 23:00","7491","7592"
"20.04.2022 23:00 - 21.04.2022 00:00","7130","7173"
"21.04.2022 00:00 - 21.04.2022 01:00","6813","6858"
"21.04.2022 01:00 - 21.04.2022 02:00","6833","6823"
"21.04.2022 02:00 - 21.04.2022 03:00","6741","6738"
"21.04.2022 03:00 - 21.04.2022 04:00","6712","6733"
"21.04.2022 04:00 - 21.04.2022 05:00","6817","6828"
"21.04.2022 05:00 - 21.04.2022 06:00","7280","7301"
"21.04.2022 06:00 - 21.04.2022 07:00","8284","8331"
"21.04.2022 07:00 - 21.04.2022 08:00","8759","8809"
"21.04.2022 08:00 - 21.04.2022 09:00","8930","8939"
"21.04.2022 09:00 - 21.04.2022 10:00","9097","9069"
"21.04.2022 10:00 - 21.04.2022 11:00","9028","8931"
"21.04.2022 11:00 - 21.04.2022 12:00","8987","8884"
"21.04.2022 12:00 - 21.04.2022 13:00","8964","8912"
"21.04.2022 13:00 - 21.04.2022 14:00","8845","8812"
"21.04.2022 14:00 - 21.04.2022 15:00","8584","8568"
"21.04.2022 15:00 - 21.04.2022 16:00","8509","8512"
"21.04.2022 16:00 - 21.04.2022 17:00","8386","8450"
"21.04.2022 17:00 - 21.04.2022 18:00","8243","8413"
"21.04.2022 18:00 - 21.04.2022 19:00","8140","8226"
"21.04.2022 19:00 - 21.04.2022 20:00","8222","8332"
"21.04.2022 20:00 - 21.04.2022 21:00","8277","8285"
"21.04.2022 21:00 - 21.04.2022 22:00","7850","7944"
"21.04.2022 22:00 - 21.04.2022 23:00","7450","7534"
"21.04.2022 23:00 - 22.04.2022 00:00","7036","7090"
"22.04.2022 00:00 - 22.04.2022 01:00","6740","6752"
"22.04.2022 01:00 - 22.04.2022 02:00","6735","6726"
"22.04.2022 02:00 - 22.04.2022 03:00","6668","6647"
"22.04.2022 03:00 - 22.04.2022 04:00","6669","6689"
"22.04.2022 04:00 - 22.04.2022 05:00","6760","6789"
"22.04.2022 05:00 - 22.04.2022 06:00","7187","7263"
"22.04.2022 06:00 - 22.04.2022 07:00","8170","8182"
"22.04.2022 07:00 - 22.04.2022 08:00","8601","8628"
"22.04.2022 08:00 - 22.04.2022 09:00","8715","8772"
"22.04.2022 09:00 - 22.04.2022 10:00","8802","8902"
"22.04.2022 10:00 - 22.04.2022 11:00","8700","8832"
"22.04.2022 11:00 - 22.04.2022 12:00","8631","8846"
"22.04.2022 12:00 - 22.04.2022 13:00","8603","8844"
"22.04.2022 13:00 - 22.04.2022 14:00","8526","8756"
"22.04.2022 14:00 - 22.04.2022 15:00","8367","8562"
"22.04.2022 15:00 - 22.04.2022 16:00","8334","8577"
"22.04.2022 16:00 - 22.04.2022 17:00","8273","8560"
"22.04.2022 17:00 - 22.04.2022 18:00","8176","8560"
"22.04.2022 18:00 - 22.04.2022 19:00","7983","8311"
"22.04.2022 19:00 - 22.04.2022 20:00","8009","8215"
"22.04.2022 20:00 - 22.04.2022 21:00","7889","8016"
"22.04.2022 21:00 - 22.04.2022 22:00","7441","7568"
"22.04.2022 22:00 - 22.04.2022 23:00","7012","7085"
"22.04.2022 23:00 - 23.04.2022 00:00","6598","6680"
"23.04.2022 00:00 - 23.04.2022 01:00","6066","6245"
"23.04.2022 01:00 - 23.04.2022 02:00","5968","6075"
"23.04.2022 02:00 - 23.04.2022 03:00","5907","6049"
"23.04.2022 03:00 - 23.04.2022 04:00","5933","6149"
"23.04.2022 04:00 - 23.04.2022 05:00","5963","6192"
"23.04.2022 05:00 - 23.04.2022 06:00","6030","6202"
"23.04.2022 06:00 - 23.04.2022 07:00","6232","6452"
"23.04.2022 07:00 - 23.04.2022 08:00","6683","6848"
"23.04.2022 08:00 - 23.04.2022 09:00","7016","7184"
"23.04.2022 09:00 - 23.04.2022 10:00","7336","7496"
"23.04.2022 10:00 - 23.04.2022 11:00","7508","7666"
"23.04.2022 11:00 - 23.04.2022 12:00","7562","7698"
"23.04.2022 12:00 - 23.04.2022 13:00","7393","7499"
"23.04.2022 13:00 - 23.04.2022 14:00","7195","7275"
"23.04.2022 14:00 - 23.04.2022 15:00","6964","7053"
"23.04.2022 15:00 - 23.04.2022 16:00","6843","6949"
"23.04.2022 16:00 - 23.04.2022 17:00","6735","6850"
"23.04.2022 17:00 - 23.04.2022 18:00","6586","6644"
"23.04.2022 18:00 - 23.04.2022 19:00","6593","6653"
"23.04.2022 19:00 - 23.04.2022 20:00","6688","6744"
"23.04.2022 20:00 - 23.04.2022 21:00","6870","6915"
"23.04.2022 21:00 - 23.04.2022 22:00","6630","6767"
"23.04.2022 22:00 - 23.04.2022 23:00","6402","6482"
"23.04.2022 23:00 - 24.04.2022 00:00","6080","6156"
"24.04.2022 00:00 - 24.04.2022 01:00","5869","5768"
"24.04.2022 01:00 - 24.04.2022 02:00","5753","5642"
"24.04.2022 02:00 - 24.04.2022 03:00","5784","5715"
"24.04.2022 03:00 - 24.04.2022 04:00","5768","5681"
"24.04.2022 04:00 - 24.04.2022 05:00","5749","5656"
"24.04.2022 05:00 - 24.04.2022 06:00","5706","5591"
"24.04.2022 06:00 - 24.04.2022 07:00","5825","5705"
"24.04.2022 07:00 - 24.04.2022 08:00","6197","6070"
"24.04.2022 08:00 - 24.04.2022 09:00","6564","6515"
"24.04.2022 09:00 - 24.04.2022 10:00","7056","6963"
"24.04.2022 10:00 - 24.04.2022 11:00","7365","7322"
"24.04.2022 11:00 - 24.04.2022 12:00","7560","7554"
"24.04.2022 12:00 - 24.04.2022 13:00","7362","7381"
"24.04.2022 13:00 - 24.04.2022 14:00","7254","7215"
"24.04.2022 14:00 - 24.04.2022 15:00","7113","7139"
"24.04.2022 15:00 - 24.04.2022 16:00","7040","7103"
"24.04.2022 16:00 - 24.04.2022 17:00","6954","7065"
"24.04.2022 17:00 - 24.04.2022 18:00","6895","6892"
"24.04.2022 18:00 - 24.04.2022 19:00","6994","6931"
"24.04.2022 19:00 - 24.04.2022 20:00","7067","7044"
"24.04.2022 20:00 - 24.04.2022 21:00","7222","7154"
"24.04.2022 21:00 - 24.04.2022 22:00","6989","6984"
"24.04.2022 22:00 - 24.04.2022 23:00","6827","6820"
"24.04.2022 23:00 - 25.04.2022 00:00","6584","6537"
"25.04.2022 00:00 - 25.04.2022 01:00","6387","6274"
"25.04.2022 01:00 - 25.04.2022 02:00","6397","6295"
"25.04.2022 02:00 - 25.04.2022 03:00","6298","6206"
"25.04.2022 03:00 - 25.04.2022 04:00","6258","6195"
"25.04.2022 04:00 - 25.04.2022 05:00","6334","6315"
"25.04.2022 05:00 - 25.04.2022 06:00","6772","6723"
"25.04.2022 06:00 - 25.04.2022 07:00","7825","7791"
"25.04.2022 07:00 - 25.04.2022 08:00","8386","8378"
"25.04.2022 08:00 - 25.04.2022 09:00","8625","8667"
"25.04.2022 09:00 - 25.04.2022 10:00","8852","8864"
"25.04.2022 10:00 - 25.04.2022 11:00","8780","8745"
"25.04.2022 11:00 - 25.04.2022 12:00","8824","8768"
"25.04.2022 12:00 - 25.04.2022 13:00","8871","8861"
"25.04.2022 13:00 - 25.04.2022 14:00","8772","8760"
"25.04.2022 14:00 - 25.04.2022 15:00","8492","8558"
"25.04.2022 15:00 - 25.04.2022 16:00","8455","8510"
"25.04.2022 16:00 - 25.04.2022 17:00","8357","8383"
"25.04.2022 17:00 - 25.04.2022 18:00","8284","8298"
"25.04.2022 18:00 - 25.04.2022 19:00","8131","8133"
"25.04.2022 19:00 - 25.04.2022 20:00","8186","8172"
"25.04.2022 20:00 - 25.04.2022 21:00","8107","8080"
"25.04.2022 21:00 - 25.04.2022 22:00","7732","7754"
"25.04.2022 22:00 - 25.04.2022 23:00","7303","7321"
"25.04.2022 23:00 - 26.04.2022 00:00","6895","6881"
"26.04.2022 00:00 - 26.04.2022 01:00","6586","6581"
"26.04.2022 01:00 - 26.04.2022 02:00","6603","6554"
"26.04.2022 02:00 - 26.04.2022 03:00","6512","6517"
"26.04.2022 03:00 - 26.04.2022 04:00","6489","6512"
"26.04.2022 04:00 - 26.04.2022 05:00","6602","6601"
"26.04.2022 05:00 - 26.04.2022 06:00","7034","7054"
"26.04.2022 06:00 - 26.04.2022 07:00","8099","8119"
"26.04.2022 07:00 - 26.04.2022 08:00","8543","8590"
"26.04.2022 08:00 - 26.04.2022 09:00","8659","8642"
"26.04.2022 09:00 - 26.04.2022 10:00","8739","8714"
"26.04.2022 10:00 - 26.04.2022 11:00","8674","8580"
"26.04.2022 11:00 - 26.04.2022 12:00","8672","8596"
"26.04.2022 12:00 - 26.04.2022 13:00","8725","8679"
"26.04.2022 13:00 - 26.04.2022 14:00","8588","8560"
"26.04.2022 14:00 - 26.04.2022 15:00","8347","8308"
"26.04.2022 15:00 - 26.04.2022 16:00","8255","8229"
"26.04.2022 16:00 - 26.04.2022 17:00","8183","8147"
"26.04.2022 17:00 - 26.04.2022 18:00","8113","8126"
"26.04.2022 18:00 - 26.04.2022 19:00","8007","8044"
"26.04.2022 19:00 - 26.04.2022 20:00","8113","8130"
"26.04.2022 20:00 - 26.04.2022 21:00","8086","8080"
"26.04.2022 21:00 - 26.04.2022 22:00","7706","7736"
"26.04.2022 22:00 - 26.04.2022 23:00","7317","7258"
"26.04.2022 23:00 - 27.04.2022 00:00","6871","6834"
"27.04.2022 00:00 - 27.04.2022 01:00","6553","6510"
"27.04.2022 01:00 - 27.04.2022 02:00","6537","6504"
"27.04.2022 02:00 - 27.04.2022 03:00","6453","6419"
"27.04.2022 03:00 - 27.04.2022 04:00","6417","6421"
"27.04.2022 04:00 - 27.04.2022 05:00","6494","6508"
"27.04.2022 05:00 - 27.04.2022 06:00","6916","6936"
"27.04.2022 06:00 - 27.04.2022 07:00","7950","7990"
"27.04.2022 07:00 - 27.04.2022 08:00","8412","8466"
"27.04.2022 08:00 - 27.04.2022 09:00","8611","8626"
"27.04.2022 09:00 - 27.04.2022 10:00","8748","8751"
"27.04.2022 10:00 - 27.04.2022 11:00","8649","8634"
"27.04.2022 11:00 - 27.04.2022 12:00","8663","8637"
"27.04.2022 12:00 - 27.04.2022 13:00","8739","8720"
"27.04.2022 13:00 - 27.04.2022 14:00","8640","8621"
"27.04.2022 14:00 - 27.04.2022 15:00","8421","8313"
"27.04.2022 15:00 - 27.04.2022 16:00","8368","8337"
"27.04.2022 16:00 - 27.04.2022 17:00","8241","8259"
"27.04.2022 17:00 - 27.04.2022 18:00","8138","8231"
"27.04.2022 18:00 - 27.04.2022 19:00","7983","8080"
"27.04.2022 19:00 - 27.04.2022 20:00","8033","8136"
"27.04.2022 20:00 - 27.04.2022 21:00","7990","8062"
"27.04.2022 21:00 - 27.04.2022 22:00","7674","7692"
"27.04.2022 22:00 - 27.04.2022 23:00","7277","7236"
"27.04.2022 23:00 - 28.04.2022 00:00","6847","6844"
"28.04.2022 00:00 - 28.04.2022 01:00","6465","6520"
"28.04.2022 01:00 - 28.04.2022 02:00","6471","6465"
"28.04.2022 02:00 - 28.04.2022 03:00","6385","6377"
"28.04.2022 03:00 - 28.04.2022 04:00","6369","6380"
"28.04.2022 04:00 - 28.04.2022 05:00","6464","6501"
"28.04.2022 05:00 - 28.04.2022 06:00","6891","6983"
"28.04.2022 06:00 - 28.04.2022 07:00","7927","8026"
"28.04.2022 07:00 - 28.04.2022 08:00","8314","8484"
"28.04.2022 08:00 - 28.04.2022 09:00","8434","8564"
"28.04.2022 09:00 - 28.04.2022 10:00","8495","8571"
"28.04.2022 10:00 - 28.04.2022 11:00","8404","8426"
"28.04.2022 11:00 - 28.04.2022 12:00","8460","8451"
"28.04.2022 12:00 - 28.04.2022 13:00","8513","8525"
"28.04.2022 13:00 - 28.04.2022 14:00","8391","8376"
"28.04.2022 14:00 - 28.04.2022 15:00","8152","8172"
"28.04.2022 15:00 - 28.04.2022 16:00","8087","8131"
"28.04.2022 16:00 - 28.04.2022 17:00","8000","8008"
"28.04.2022 17:00 - 28.04.2022 18:00","7948","7908"
"28.04.2022 18:00 - 28.04.2022 19:00","7820","7754"
"28.04.2022 19:00 - 28.04.2022 20:00","7869","7852"
"28.04.2022 20:00 - 28.04.2022 21:00","7885","7880"
"28.04.2022 21:00 - 28.04.2022 22:00","7582","7643"
"28.04.2022 22:00 - 28.04.2022 23:00","7170","7174"
"28.04.2022 23:00 - 29.04.2022 00:00","6748","6767"
"29.04.2022 00:00 - 29.04.2022 01:00","6336","6473"
"29.04.2022 01:00 - 29.04.2022 02:00","6343","6496"
"29.04.2022 02:00 - 29.04.2022 03:00","6269","6387"
"29.04.2022 03:00 - 29.04.2022 04:00","6247","6302"
"29.04.2022 04:00 - 29.04.2022 05:00","6347","6417"
"29.04.2022 05:00 - 29.04.2022 06:00","6738","6826"
"29.04.2022 06:00 - 29.04.2022 07:00","7688","7801"
"29.04.2022 07:00 - 29.04.2022 08:00","8115","8245"
"29.04.2022 08:00 - 29.04.2022 09:00","8295","8379"
"29.04.2022 09:00 - 29.04.2022 10:00","8398","8419"
"29.04.2022 10:00 - 29.04.2022 11:00","8348","8293"
"29.04.2022 11:00 - 29.04.2022 12:00","8335","8305"
"29.04.2022 12:00 - 29.04.2022 13:00","8309","8301"
"29.04.2022 13:00 - 29.04.2022 14:00","8140","8133"
"29.04.2022 14:00 - 29.04.2022 15:00","7876","7917"
"29.04.2022 15:00 - 29.04.2022 16:00","7816","7850"
"29.04.2022 16:00 - 29.04.2022 17:00","7714","7687"
"29.04.2022 17:00 - 29.04.2022 18:00","7563","7585"
"29.04.2022 18:00 - 29.04.2022 19:00","7371","7405"
"29.04.2022 19:00 - 29.04.2022 20:00","7401","7475"
"29.04.2022 20:00 - 29.04.2022 21:00","7383","7444"
"29.04.2022 21:00 - 29.04.2022 22:00","7076","7141"
"29.04.2022 22:00 - 29.04.2022 23:00","6663","6654"
"29.04.2022 23:00 - 30.04.2022 00:00","6278","6233"
"30.04.2022 00:00 - 30.04.2022 01:00","5684","5786"
"30.04.2022 01:00 - 30.04.2022 02:00","5588","5685"
"30.04.2022 02:00 - 30.04.2022 03:00","5567","5674"
"30.04.2022 03:00 - 30.04.2022 04:00","5594","5660"
"30.04.2022 04:00 - 30.04.2022 05:00","5630","5722"
"30.04.2022 05:00 - 30.04.2022 06:00","5670","5719"
"30.04.2022 06:00 - 30.04.2022 07:00","5840","5969"
"30.04.2022 07:00 - 30.04.2022 08:00","6239","6421"
"30.04.2022 08:00 - 30.04.2022 09:00","6572","6737"
"30.04.2022 09:00 - 30.04.2022 10:00","6880","6961"
"30.04.2022 10:00 - 30.04.2022 11:00","7061","7127"
"30.04.2022 11:00 - 30.04.2022 12:00","7113","7213"
"30.04.2022 12:00 - 30.04.2022 13:00","6924","7032"
"30.04.2022 13:00 - 30.04.2022 14:00","6747","6830"
"30.04.2022 14:00 - 30.04.2022 15:00","6526","6657"
"30.04.2022 15:00 - 30.04.2022 16:00","6451","6562"
"30.04.2022 16:00 - 30.04.2022 17:00","6365","6407"
"30.04.2022 17:00 - 30.04.2022 18:00","6172","6128"
"30.04.2022 18:00 - 30.04.2022 19:00","6157","6015"
"30.04.2022 19:00 - 30.04.2022 20:00","6233","6055"
"30.04.2022 20:00 - 30.04.2022 21:00","6316","6208"
"30.04.2022 21:00 - 30.04.2022 22:00","6233","6216"
"30.04.2022 22:00 - 30.04.2022 23:00","5987","6016"
"30.04.2022 23:00 - 01.05.2022 00:00","5664","5735"
"01.05.2022 00:00 - 01.05.2022 01:00","5386","5382"
"01.05.2022 01:00 - 01.05.2022 02:00","5288","5261"
"01.05.2022 02:00 - 01.05.2022 03:00","5286","5278"
"01.05.2022 03:00 - 01.05.2022 04:00","5284","5228"
"01.05.2022 04:00 - 01.05.2022 05:00","5271","5209"
"01.05.2022 05:00 - 01.05.2022 06:00","5208","5133"
"01.05.2022 06:00 - 01.05.2022 07:00","5307","5228"
"01.05.2022 07:00 - 01.05.2022 08:00","5693","5611"
"01.05.2022 08:00 - 01.05.2022 09:00","6082","6002"
"01.05.2022 09:00 - 01.05.2022 10:00","6507","6401"
"01.05.2022 10:00 - 01.05.2022 11:00","6775","6688"
"01.05.2022 11:00 - 01.05.2022 12:00","6931","6825"
"01.05.2022 12:00 - 01.05.2022 13:00","6762","6629"
"01.05.2022 13:00 - 01.05.2022 14:00","6614","6464"
"01.05.2022 14:00 - 01.05.2022 15:00","6468","6350"
"01.05.2022 15:00 - 01.05.2022 16:00","6414","6330"
"01.05.2022 16:00 - 01.05.2022 17:00","6353","6311"
"01.05.2022 17:00 - 01.05.2022 18:00","6244","6242"
"01.05.2022 18:00 - 01.05.2022 19:00","6349","6377"
"01.05.2022 19:00 - 01.05.2022 20:00","6482","6531"
"01.05.2022 20:00 - 01.05.2022 21:00","6617","6609"
"01.05.2022 21:00 - 01.05.2022 22:00","6504","6494"
"01.05.2022 22:00 - 01.05.2022 23:00","6296","6333"
"01.05.2022 23:00 - 02.05.2022 00:00","5963","6045"
"02.05.2022 00:00 - 02.05.2022 01:00","6001","5785"
"02.05.2022 01:00 - 02.05.2022 02:00","6014","5853"
"02.05.2022 02:00 - 02.05.2022 03:00","5908","5773"
"02.05.2022 03:00 - 02.05.2022 04:00","5864","5680"
"02.05.2022 04:00 - 02.05.2022 05:00","5946","5806"
"02.05.2022 05:00 - 02.05.2022 06:00","6373","6256"
"02.05.2022 06:00 - 02.05.2022 07:00","7388","7359"
"02.05.2022 07:00 - 02.05.2022 08:00","7945","7872"
"02.05.2022 08:00 - 02.05.2022 09:00","8147","8082"
"02.05.2022 09:00 - 02.05.2022 10:00","8272","8216"
"02.05.2022 10:00 - 02.05.2022 11:00","8226","8107"
"02.05.2022 11:00 - 02.05.2022 12:00","8301","8134"
"02.05.2022 12:00 - 02.05.2022 13:00","8351","8278"
"02.05.2022 13:00 - 02.05.2022 14:00","8240","8168"
"02.05.2022 14:00 - 02.05.2022 15:00","8027","7971"
"02.05.2022 15:00 - 02.05.2022 16:00","7998","7913"
"02.05.2022 16:00 - 02.05.2022 17:00","7915","7791"
"02.05.2022 17:00 - 02.05.2022 18:00","7784","7722"
"02.05.2022 18:00 - 02.05.2022 19:00","7622","7571"
"02.05.2022 19:00 - 02.05.2022 20:00","7644","7649"
"02.05.2022 20:00 - 02.05.2022 21:00","7577","7605"
"02.05.2022 21:00 - 02.05.2022 22:00","7304","7266"
"02.05.2022 22:00 - 02.05.2022 23:00","6909","6877"
"02.05.2022 23:00 - 03.05.2022 00:00","6472","6448"
"03.05.2022 00:00 - 03.05.2022 01:00","6218","6154"
"03.05.2022 01:00 - 03.05.2022 02:00","6211","6183"
"03.05.2022 02:00 - 03.05.2022 03:00","6094","6030"
"03.05.2022 03:00 - 03.05.2022 04:00","6038","5932"
"03.05.2022 04:00 - 03.05.2022 05:00","6123","6066"
"03.05.2022 05:00 - 03.05.2022 06:00","6525","6470"
"03.05.2022 06:00 - 03.05.2022 07:00","7489","7442"
"03.05.2022 07:00 - 03.05.2022 08:00","7994","7928"
"03.05.2022 08:00 - 03.05.2022 09:00","8172","8108"
"03.05.2022 09:00 - 03.05.2022 10:00","8291","8263"
"03.05.2022 10:00 - 03.05.2022 11:00","8242","8138"
"03.05.2022 11:00 - 03.05.2022 12:00","8290","8211"
"03.05.2022 12:00 - 03.05.2022 13:00","8335","8352"
"03.05.2022 13:00 - 03.05.2022 14:00","8225","8212"
"03.05.2022 14:00 - 03.05.2022 15:00","8015","7991"
"03.05.2022 15:00 - 03.05.2022 16:00","7995","7974"
"03.05.2022 16:00 - 03.05.2022 17:00","7917","7882"
"03.05.2022 17:00 - 03.05.2022 18:00","7787","7784"
"03.05.2022 18:00 - 03.05.2022 19:00","7642","7679"
"03.05.2022 19:00 - 03.05.2022 20:00","7660","7736"
"03.05.2022 20:00 - 03.05.2022 21:00","7601","7652"
"03.05.2022 21:00 - 03.05.2022 22:00","7338","7316"
"03.05.2022 22:00 - 03.05.2022 23:00","6940","6908"
"03.05.2022 23:00 - 04.05.2022 00:00","6513","6496"
"04.05.2022 00:00 - 04.05.2022 01:00","6182","6191"
"04.05.2022 01:00 - 04.05.2022 02:00","6189","6187"
"04.05.2022 02:00 - 04.05.2022 03:00","6053","6066"
"04.05.2022 03:00 - 04.05.2022 04:00","6000","6012"
"04.05.2022 04:00 - 04.05.2022 05:00","6098","6106"
"04.05.2022 05:00 - 04.05.2022 06:00","6487","6473"
"04.05.2022 06:00 - 04.05.2022 07:00","7466","7493"
"04.05.2022 07:00 - 04.05.2022 08:00","7965","8048"
"04.05.2022 08:00 - 04.05.2022 09:00","8139","8229"
"04.05.2022 09:00 - 04.05.2022 10:00","8283","8306"
"04.05.2022 10:00 - 04.05.2022 11:00","8209","8230"
"04.05.2022 11:00 - 04.05.2022 12:00","8250","8261"
"04.05.2022 12:00 - 04.05.2022 13:00","8303","8340"
"04.05.2022 13:00 - 04.05.2022 14:00","8201","8222"
"04.05.2022 14:00 - 04.05.2022 15:00","8008","8010"
"04.05.2022 15:00 - 04.05.2022 16:00","7981","7947"
"04.05.2022 16:00 - 04.05.2022 17:00","7898","7890"
"04.05.2022 17:00 - 04.05.2022 18:00","7783","7791"
"04.05.2022 18:00 - 04.05.2022 19:00","7619","7619"
"04.05.2022 19:00 - 04.05.2022 20:00","7649","7663"
"04.05.2022 20:00 - 04.05.2022 21:00","7611","7581"
"04.05.2022 21:00 - 04.05.2022 22:00","7300","7339"
"04.05.2022 22:00 - 04.05.2022 23:00","6929","6908"
"04.05.2022 23:00 - 05.05.2022 00:00","6510","6482"
"05.05.2022 00:00 - 05.05.2022 01:00","6174","6122"
"05.05.2022 01:00 - 05.05.2022 02:00","6159","6126"
"05.05.2022 02:00 - 05.05.2022 03:00","6027","5982"
"05.05.2022 03:00 - 05.05.2022 04:00","5970","5888"
"05.05.2022 04:00 - 05.05.2022 05:00","6066","6015"
"05.05.2022 05:00 - 05.05.2022 06:00","6438","6376"
"05.05.2022 06:00 - 05.05.2022 07:00","7434","7389"
"05.05.2022 07:00 - 05.05.2022 08:00","7922","7954"
"05.05.2022 08:00 - 05.05.2022 09:00","8140","8135"
"05.05.2022 09:00 - 05.05.2022 10:00","8291","8224"
"05.05.2022 10:00 - 05.05.2022 11:00","8228","8172"
"05.05.2022 11:00 - 05.05.2022 12:00","8294","8256"
"05.05.2022 12:00 - 05.05.2022 13:00","8347","8341"
"05.05.2022 13:00 - 05.05.2022 14:00","8250","8232"
"05.05.2022 14:00 - 05.05.2022 15:00","8050","8013"
"05.05.2022 15:00 - 05.05.2022 16:00","8002","7980"
"05.05.2022 16:00 - 05.05.2022 17:00","7942","7901"
"05.05.2022 17:00 - 05.05.2022 18:00","7835","7798"
"05.05.2022 18:00 - 05.05.2022 19:00","7661","7658"
"05.05.2022 19:00 - 05.05.2022 20:00","7663","7688"
"05.05.2022 20:00 - 05.05.2022 21:00","7590","7635"
